"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
2568.73289434852,3524.53156752363,4407.98797843518,1655.30951636461,3367.48994970675,2375.43711144205,2452.87972313166,3019.60251566996,6795.41776675001,2097.95607102518,1619.45632414357,1428.98873948954,1474.13443355474,1976.97252675859,3851.73575794658,3475.19210473294,3497.0726752605,3487.6377834484,3487.6377834484,1366.18618054696,0,6511.6175926356,163.420433756293,3077.46829855805,1256.64122234235,4336.42292977559,7190.86747983546,6496.66699486461,2205.38628549664,2205.38628549664,2205.38628549664,715.19533606493,4176.7920654895,3352.4140255175,1861.34361037875,2277.89571943838,1638.37973275866,1895.41781765219,3956.67075292872,1765.76882889867,1609.56206109492,2391.92509142598,1675.95931618344,1018.48742190936,3479.48767884129,3805.87810059042,3431.64850973817,2898.04342277394,3734.75254080079,6412.71055946786,4033.94338093443,2688.28234765182,2835.44566513099,3693.35292739104,6635.35593490338,1341.20833715547,7243.4375263173
5325.61268168671,5747.62105912158,3566.0765321827,8367.93908568331,4651.72107271978,5485.67091615722,6003.06348185504,9538.26849929094,6399.72253087708,6421.09447260296,6493.58587233363,6605.06225648735,7170.91056944821,6741.42319880001,7584.74075887295,8323.64000871599,9865.79230253997,9746.30373221471,9746.30373221471,8863.80527495124,6511.6175926356,0,6585.80960673248,6725.52921056229,1167.19068670848,6982.22597608873,970.711887083679,232.461466988457,7579.56276169676,7579.56276169676,7579.56276169676,5033.30066911007,1909.63043950561,4169.93975507453,7212.73107152492,8303.77025262008,5901.28385666359,4784.22668408471,4966.83245305594,3467.4722851978,7392.66749754122,7086.41709205601,3317.15103581628,6743.39991203267,2035.61869888088,4161.47261470776,5328.31490949817,4168.20903144933,4457.89024402968,569.89396044564,9926.37930569154,7834.85474221706,6168.05473535778,6670.87661196446,125.629956013376,8975.25898864991,1053.2041989521
2502.60165691146,3432.69030380246,4385.76910560543,120.382718698036,3324.5389439678,2302.80211610074,2349.27885794479,1315.47702543561,6696.54170764777,1938.02884903491,1487.04203213435,1288.30560796978,1311.54899830226,1834.69466695883,3705.58443062316,3313.14900199364,1957.92924308427,2017.82439089942,2017.82439089942,587.800513259069,163.420433756293,6585.80960673248,0,2713.91063659855,1302.23819904788,4210.86558086125,7279.19356435877,6565.65227925725,2042.8055925354,2042.8055925354,2042.8055925354,1433.46197946023,4218.36782466094,3701.97057305274,1701.60704779397,1837.20323980521,1550.69150335117,1857.47654817988,3895.04922756161,1760.36495640358,1446.17387260175,2241.82315455095,1697.69024957131,864.065906509036,3470.09132161285,3779.0352178284,3357.00288351541,2898.92118970295,3695.68397031561,6499.20550699056,3062.46336222766,2526.06390968594,2724.41065017236,3570.17743538923,6709.99598357847,1519.71067450786,7332.97445183184
1610.90245830819,1021.44243244217,2681.12306749878,2654.1970832742,2074.16549758043,1042.48035985126,1128.09799977725,2183.32420567723,3578.05299290804,1083.88367854767,1521.95097678195,1662.78459183168,1724.51229247641,1124.3690081316,796.387474804751,279.619990889797,1744.17511163836,1022.56019457486,1022.56019457486,3190.94184876715,3077.46829855805,6725.52921056229,2713.91063659855,0,3106.22771166374,913.915069681021,7651.69121163902,6596.11726491119,993.85317475868,993.85317475868,993.85317475868,3904.98302605304,4176.5165928429,5859.85735879065,1303.95329241068,965.874686073001,1902.58777708364,2102.14074946113,1910.80287294469,2587.31899410393,1617.5034881891,685.833001418084,2879.88313694522,2065.70136122193,2780.73743120923,2584.05000048,1409.68778127794,2755.1057288337,2295.15959241801,6918.02472796209,1090.07959656784,509.838006799773,736.778455568478,304.915603544022,6843.79442287606,4206.73654463523,7727.47373139188
1761.87510569945,2840.5741076857,3146.1508682662,3110.36196860873,2352.41973146859,1644.38365241579,1981.864692337,4239.16181629324,6072.78037956031,2058.43110847352,1646.3554602202,1617.97735971181,2053.25861286628,2036.91547157532,3765.05705746874,3804.7286535644,4592.49361259765,4560.10960203188,4560.10960203188,3680.65311766201,1256.64122234235,1167.19068670848,1302.23819904788,3106.22771166374,0,3940.76166272351,1554.35701610512,1311.12893758151,2669.13730290209,2669.13730290209,2669.13730290209,555.370003754192,1844.61283961959,436.767018985806,2264.07457741062,3135.57922648765,1218.27644187412,992.506942628098,3029.81793673168,676.544292075326,2264.98160460063,2504.36759269624,463.171518736153,1548.73726289301,2137.75866281676,2698.18944918493,2617.52505349841,1705.68699863791,2686.48701800073,807.456433696275,4874.41125573188,3082.56127856589,2388.31870375262,3304.65028992839,1253.72240276892,4052.39325816141,1601.30126279138
2295.63723913941,1336.03892963652,2711.81819720259,5218.03824217654,2453.97922024052,1713.09126509923,1968.51605483428,5403.84054674663,2670.67821491064,2062.894036367,2726.60645478754,2941.09566261768,3214.55728745303,2423.18310620495,1049.13328120347,2296.82476406653,4613.52575212624,4403.70476315295,4403.70476315295,5911.70313589253,4336.42292977559,6982.22597608873,4210.86558086125,913.915069681021,3940.76166272351,0,7936.44249007923,6828.88472276739,2778.55658878695,2778.55658878695,2778.55658878695,4722.6078277132,4548.27280970313,6590.97585825907,2818.56105980407,3709.51933961399,2798.21795883466,2694.11971385039,2015.40735843949,3369.26365065869,3275.66639306011,2155.28662579696,3665.92015286455,3409.842542391,3169.63105253602,2844.06811383948,1756.11675396383,3303.03732422,2548.95501183353,7239.87028517166,4324.54328793039,2517.46740637305,1558.75865145412,648.010209014627,7094.16190515909,6773.24581235542,8015.58877240207
6211.00913145972,6686.46496278935,4527.83033841696,9026.07486177226,5578.42107714038,6359.65979361416,6885.80059966325,10245.3807460937,7336.17825757086,7290.07754890316,7316.26972428808,7411.59810356368,7963.0066118239,7585.85391533728,8512.98864091076,9210.37533452428,10612.4015921271,10553.7200577835,10553.7200577835,9479.51579054285,7190.86747983546,970.711887083679,7279.19356435877,7651.69121163902,1554.35701610512,7936.44249007923,0,1165.36106185747,8412.09948136275,8412.09948136275,8412.09948136275,5660.675851554,2847.59261990507,4468.38260439656,8034.8514088757,9092.1898432562,6723.94783140049,5667.74559843404,5922.02426998187,4347.7544796741,8184.80926453883,7950.16942806241,4153.54553244338,7513.09255462725,2999.02947291914,5104.75870737985,6263.74467341818,5034.18905738994,5401.6771254573,784.366231729025,10751.6178327097,8691.25718383224,7072.29407877758,7608.45320003476,875.921080560226,9504.07843194681,83.3099929897445
5224.11614233865,5609.55704899637,3407.19436310447,8356.69149369432,4524.93680884428,5390.20445056859,5901.76745882527,9508.40849741515,6075.04954474768,6326.57018305772,6421.61079502358,6540.12752729626,7111.20889084546,6658.77694689335,7453.0712444018,8217.26609186201,9820.94590542482,9676.96385017433,9676.96385017433,8865.79626218243,6496.66699486461,232.461466988457,6565.65227925725,6596.11726491119,1311.12893758151,6828.88472276739,1165.36106185747,0,7501.33161497675,7501.33161497675,7501.33161497675,5040.90753632108,1786.5643086491,4273.60842744598,7139.80336668377,8243.97780952546,5830.53356007054,4685.11595139906,4814.18043536626,3375.20424823356,7332.58854877296,6993.63195374669,3249.85321766076,6693.77801812964,1879.27150959016,4022.0992786953,5193.58642625408,4080.91674995867,4317.46321041939,794.951988385094,9849.06667066194,7744.85137362441,6053.85573615691,6532.88626889364,291.034453741012,9003.6280089225,1248.64367106791
2367.05898016398,2666.31223924173,4198.18004436046,2473.26883020325,3255.37397531638,2164.215083222,1744.14050011033,2687.30725085823,5518.79857515406,242.989567639397,1101.01318207345,1056.46167874794,731.262843389885,852.673886485279,1944.17365181372,1272.38395153267,2636.5203521991,2198.62904518057,2198.62904518057,3153.10301796946,2205.38628549664,7579.56276169676,2042.8055925354,993.85317475868,2669.13730290209,2778.55658878695,8412.09948136275,7501.33161497675,0,0,0,3402.13406896149,4989.39960949102,5529.79303580536,405.154923392777,984.147216745823,1689.93983179437,2324.11684156573,3478.4343976114,2571.09518341283,634.877087987839,700.823658670798,2753.33131494054,1227.18915198879,3774.1579848949,3827.23624728574,2859.68722271248,3424.44221781498,3606.15625236373,7633.72583029749,2347.74383964568,485.352069808768,1837.68164059915,2259.16766809479,7704.57385772324,4065.64577705033,8478.28228758191
2367.05898016398,2666.31223924173,4198.18004436046,2473.26883020325,3255.37397531638,2164.215083222,1744.14050011033,2687.30725085823,5518.79857515406,242.989567639397,1101.01318207345,1056.46167874794,731.262843389885,852.673886485279,1944.17365181372,1272.38395153267,2636.5203521991,2198.62904518057,2198.62904518057,3153.10301796946,2205.38628549664,7579.56276169676,2042.8055925354,993.85317475868,2669.13730290209,2778.55658878695,8412.09948136275,7501.33161497675,0,0,0,3402.13406896149,4989.39960949102,5529.79303580536,405.154923392777,984.147216745823,1689.93983179437,2324.11684156573,3478.4343976114,2571.09518341283,634.877087987839,700.823658670798,2753.33131494054,1227.18915198879,3774.1579848949,3827.23624728574,2859.68722271248,3424.44221781498,3606.15625236373,7633.72583029749,2347.74383964568,485.352069808768,1837.68164059915,2259.16766809479,7704.57385772324,4065.64577705033,8478.28228758191
