,lambda,iteration,num sols,SolverMemOut,SolverTotalTime,SATClauses,SavileRowClauseOut,SavileRowTotalTime,SolverSatisfiable,SavileRowTimeOut,SolverNodes,SATVars
243,0.9,22,347,,235.268,,0,91.652,1,0,607441,
244,0.9,23,348,,230.531,,0,87.855,1,0,607456,
245,0.9,24,343,,227.947,,0,86.357,1,0,607454,
246,0.9,25,348,,234.623,,0,85.137,1,0,607458,
247,0.9,26,341,,234.244,,0,78.686,1,0,607359,
248,0.9,27,351,,236.372,,0,85.947,1,0,607376,
249,0.9,28,339,,228.491,,0,84.541,1,0,607438,
250,0.9,29,351,,232.601,,0,82.176,1,0,607452,
251,1.0,0,10,,302.448,,0,77.759,1,0,565788,
252,1.0,1,3,,227.917,,0,83.268,1,0,606893,
253,1.0,2,7,,293.372,,0,77.604,1,0,594068,
254,1.0,3,6,,228.636,,0,84.406,1,0,606152,
255,1.0,4,4,,264.265,,0,75.544,1,0,574024,
256,1.0,5,6,,283.504,,0,89.323,1,0,594112,
257,1.0,6,6,,214.885,,0,85.098,1,0,606989,
258,1.0,7,3,,199.299,,0,81.523,1,0,548608,
259,1.0,8,5,,199.004,,0,93.72,1,0,595070,
260,1.0,9,5,,252.214,,0,74.215,1,0,583557,
261,1.0,10,7,,232.321,,0,73.143,1,0,531328,
262,1.0,11,11,,238.149,,0,76.903,1,0,595565,
263,1.0,12,4,,232.331,,0,72.012,1,0,589415,
264,1.0,13,9,,231.02,,0,76.833,1,0,593273,
265,1.0,14,8,,261.216,,0,79.257,1,0,582340,
266,1.0,15,6,,270.304,,0,75.579,1,0,596659,
267,1.0,16,3,,211.48,,0,73.964,1,0,606763,
268,1.0,17,7,,225.03,,0,72.519,1,0,591994,
269,1.0,18,6,,209.198,,0,76.792,1,0,606669,
270,1.0,19,8,,252.901,,0,74.812,1,0,587760,
271,1.0,20,8,,201.696,,0,72.491,1,0,594022,
272,1.0,21,8,,257.331,,0,70.633,1,0,594557,
273,1.0,22,10,,175.668,,0,72.689,1,0,606993,
274,1.0,23,7,,233.495,,0,73.138,1,0,593079,
275,1.0,24,6,,169.59,,0,71.674,1,0,607157,
276,1.0,25,5,,242.588,,0,68.069,1,0,584532,
277,1.0,26,8,,275.737,,0,67.095,1,0,595702,
278,1.0,27,6,,253.879,,0,67.972,1,0,596035,
279,1.0,28,11,,236.066,,0,67.337,1,0,539599,
280,1.0,29,7,,246.449,,0,63.915,1,0,578817,
